Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,Clearsky DHI,Clearsky DNI,DHI,GHI,DNI,Solar Zenith Angle,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2022,3,13,9,30,3.2,0,0,0,0,0,0,119.02,3.8000000000000003,0.0000,0.0000
2022,3,13,10,30,2.6,0,0,0,0,0,0,105.96000000000001,3.8000000000000003,0.0000,0.0000
2022,3,13,11,30,2.9000000000000004,2,3,13,3,2,13,92.73,4.2,0.0000,0.0000
2022,3,13,12,30,5,156,48,592,48,156,592,79.45,4.6000000000000005,7.4356,5.6700
2022,3,13,13,30,8.5,398,71,823,71,398,823,66.6,4.7,20.9700,16.2994
2022,3,13,14,30,12.4,620,85,917,85,620,917,54.31,4.6000000000000005,35.1960,27.5613
2022,3,13,15,30,15.700000000000001,796,94,963,94,796,963,43.24,4.4,46.9791,36.8988
2022,3,13,16,30,18.2,910,102,982,102,910,982,34.67,4.1000000000000005,54.7535,43.0614
2022,3,13,17,30,20,951,106,984,106,951,984,30.82,4,57.5948,45.3150
2022,3,13,18,30,21,917,104,973,104,917,973,33.37,3.9000000000000004,55.3035,43.5005
2022,3,13,19,30,21.200000000000003,811,99,945,99,811,945,41.15,4,48.1238,37.8122
2022,3,13,20,30,20.700000000000003,644,92,893,117,594,772,51.82,4,34.0773,26.7083
2022,3,13,21,30,19.6,429,80,794,80,429,794,63.910000000000004,3.9000000000000004,23.0631,17.9671
2022,3,13,22,30,17.5,194,58,591,58,194,591,76.68,3.5,9.3591,7.1703
2022,3,13,23,30,15.600000000000001,12,11,74,11,12,74,89.42,3.3000000000000003,0.0000,0.0000
2022,3,14,0,30,14.4,0,0,0,0,0,0,103.10000000000001,3.5,0.0000,0.0000
2022,3,14,1,30,13.4,0,0,0,0,0,0,116.2,3.4000000000000004,0.0000,0.0000
2022,3,14,2,30,12.700000000000001,0,0,0,0,0,0,128.88,3.1,0.0000,0.0000
2022,3,14,3,30,12.100000000000001,0,0,0,0,0,0,140.58,2.9000000000000004,0.0000,0.0000
2022,3,14,4,30,11.600000000000001,0,0,0,0,0,0,150.01,2.7,0.0000,0.0000
2022,3,14,5,30,11.4,0,0,0,0,0,0,154.44,2.6,0.0000,0.0000
2022,3,14,6,30,11.4,0,0,0,0,0,0,151.4,2.5,0.0000,0.0000
2022,3,14,7,30,11.5,0,0,0,0,0,0,142.70000000000002,2.4000000000000004,0.0000,0.0000
2022,3,14,8,30,11.700000000000001,0,0,0,0,0,0,131.31,2.2,0.0000,0.0000
2022,3,14,9,30,11.9,0,0,0,0,0,0,118.76,2.2,0.0000,0.0000
2022,3,14,10,30,12.200000000000001,0,0,0,0,0,0,105.71000000000001,2.1,0.0000,0.0000
2022,3,14,11,30,14.200000000000001,2,3,12,3,2,12,92.48,2.6,0.0000,0.0000
2022,3,14,12,30,17.6,148,51,518,51,148,518,79.21000000000001,3.4000000000000004,7.0557,5.3821
2022,3,14,13,30,20.900000000000002,379,75,756,75,379,756,66.33,4,20.0115,15.5583
2022,3,14,14,30,23.3,593,95,848,95,593,848,54.01,4.3,33.7083,26.3992
2022,3,14,15,30,24.8,763,112,889,150,718,776,42.9,4.2,42.4144,33.3157
2022,3,14,16,30,25.700000000000003,873,120,912,252,676,513,34.29,4,40.7023,32.0122
2022,3,14,17,30,26.1,913,125,914,322,589,310,30.42,4,35.6931,28.0841
2022,3,14,18,30,26.400000000000002,880,125,901,291,611,382,33.03,4,36.8705,29.0027
2022,3,14,19,30,26.200000000000003,777,120,869,212,510,394,40.89,4,30.2821,23.7945
2022,3,14,20,30,25.3,613,112,807,167,448,452,51.620000000000005,3.9000000000000004,25.7218,20.1609
2022,3,14,21,30,24.1,405,97,696,190,325,306,63.75,4,17.4917,13.6284
2022,3,14,22,30,22.3,179,68,476,80,176,412,76.55,3.7,8.4987,6.5127
2022,3,14,23,30,20.6,11,10,43,8,8,0,89.32000000000001,3.5,0.0000,0.0000
2022,3,15,0,30,19.400000000000002,0,0,0,0,0,0,102.98,3.3000000000000003,0.0000,0.0000
2022,3,15,1,30,18.7,0,0,0,0,0,0,116.06,3.1,0.0000,0.0000
2022,3,15,2,30,18.1,0,0,0,0,0,0,128.71,2.9000000000000004,0.0000,0.0000
2022,3,15,3,30,17.8,0,0,0,0,0,0,140.36,2.6,0.0000,0.0000
2022,3,15,4,30,17.6,0,0,0,0,0,0,149.70000000000002,2.4000000000000004,0.0000,0.0000
2022,3,15,5,30,17.5,0,0,0,0,0,0,154.05,2.2,0.0000,0.0000
2022,3,15,6,30,17.6,0,0,0,0,0,0,151.02,2.2,0.0000,0.0000
2022,3,15,7,30,17.6,0,0,0,0,0,0,142.37,2.3000000000000003,0.0000,0.0000
2022,3,15,8,30,17.8,0,0,0,0,0,0,131.02,2.6,0.0000,0.0000
2022,3,15,9,30,17.900000000000002,0,0,0,0,0,0,118.5,2.7,0.0000,0.0000
2022,3,15,10,30,17.8,0,0,0,0,0,0,105.46000000000001,2.5,0.0000,0.0000
2022,3,15,11,30,18.5,2,2,4,1,1,0,92.23,2.7,0.0000,0.0000
2022,3,15,12,30,20.8,135,66,359,59,67,40,78.96000000000001,3.6,3.1955,2.4384
2022,3,15,13,30,23.5,354,102,621,154,216,152,66.06,4.3,11.4290,8.8879
2022,3,15,14,30,25.6,564,118,753,197,213,27,53.72,4.4,12.1231,9.4954
2022,3,15,15,30,27.200000000000003,735,127,825,327,538,286,42.57,4.4,31.8090,24.9869
2022,3,15,16,30,28.1,847,131,863,143,838,838,33.910000000000004,4.3,50.4910,39.7127
2022,3,15,17,30,28.5,886,140,862,212,766,640,30.03,4.2,46.4465,36.5464
2022,3,15,18,30,28.400000000000002,850,152,830,275,721,530,32.7,3.9000000000000004,43.5329,34.2446
2022,3,15,19,30,27.900000000000002,747,153,783,249,650,528,40.63,3.5,38.6192,30.3468
2022,3,15,20,30,27.1,586,146,706,286,345,95,51.43,2.9000000000000004,19.8229,15.5382
2022,3,15,21,30,25.8,382,128,572,134,138,9,63.6,2.3000000000000003,7.4350,5.7935
2022,3,15,22,30,24.200000000000003,165,88,328,47,47,1,76.41,2.3000000000000003,2.2719,1.7415
2022,3,15,23,30,22.8,9,9,14,4,4,0,89.22,2.5,0.0000,0.0000
2022,3,16,0,30,22,0,0,0,0,0,0,102.85000000000001,2.7,0.0000,0.0000
2022,3,16,1,30,21.6,0,0,0,0,0,0,115.92,2.8000000000000003,0.0000,0.0000
2022,3,16,2,30,21.3,0,0,0,0,0,0,128.54,3,0.0000,0.0000
2022,3,16,3,30,21,0,0,0,0,0,0,140.13,3.2,0.0000,0.0000
2022,3,16,4,30,20.8,0,0,0,0,0,0,149.39000000000001,3.1,0.0000,0.0000
2022,3,16,5,30,20.6,0,0,0,0,0,0,153.65,2.5,0.0000,0.0000
2022,3,16,6,30,20.400000000000002,0,0,0,0,0,0,150.63,2,0.0000,0.0000
2022,3,16,7,30,20.200000000000003,0,0,0,0,0,0,142.03,1.6,0.0000,0.0000
2022,3,16,8,30,19.900000000000002,0,0,0,0,0,0,130.73,1.4000000000000001,0.0000,0.0000
2022,3,16,9,30,19.700000000000003,0,0,0,0,0,0,118.23,1.3,0.0000,0.0000
2022,3,16,10,30,19.6,0,0,0,0,0,0,105.21000000000001,1.3,0.0000,0.0000
2022,3,16,11,30,20.1,2,2,10,1,1,0,91.98,1.7000000000000002,0.0000,0.0000
2022,3,16,12,30,21.3,144,57,444,69,98,148,78.71000000000001,2.4000000000000004,4.6770,3.5703
2022,3,16,13,30,22.900000000000002,366,83,691,173,270,237,65.79,2.9000000000000004,14.3160,11.1356
2022,3,16,14,30,25,576,100,798,147,550,677,53.42,3.5,31.3445,24.5532
2022,3,16,15,30,26.8,742,116,845,156,707,744,42.230000000000004,3.9000000000000004,41.8382,32.8672
2022,3,16,16,30,27.900000000000002,851,127,868,260,538,333,33.52,4.1000000000000005,32.4378,25.5145
2022,3,16,17,30,28.3,890,137,866,240,650,472,29.63,4.3,39.4362,31.0314
2022,3,16,18,30,28.200000000000003,858,140,850,72,72,0,32.36,4.5,4.3497,3.4218
2022,3,16,19,30,27.6,760,132,825,63,63,0,40.38,4.5,3.7453,2.9432
2022,3,16,20,30,26.8,603,118,774,203,401,316,51.230000000000004,4.3,23.0585,18.0756
2022,3,16,21,30,25.700000000000003,402,100,675,138,293,347,63.440000000000005,3.7,15.8034,12.3158
2022,3,16,22,30,23.900000000000002,181,68,475,68,181,475,76.28,2.5,8.7579,6.7147
2022,3,16,23,30,22.1,11,10,46,10,11,46,89.11,1.5,0.0000,0.0000
2022,3,17,0,30,20.900000000000002,0,0,0,0,0,0,102.73,1.1,0.0000,0.0000
2022,3,17,1,30,20,0,0,0,0,0,0,115.78,0.9,0.0000,0.0000
2022,3,17,2,30,19.3,0,0,0,0,0,0,128.37,0.9,0.0000,0.0000
2022,3,17,3,30,18.7,0,0,0,0,0,0,139.91,0.9,0.0000,0.0000
2022,3,17,4,30,18.2,0,0,0,0,0,0,149.08,0.9,0.0000,0.0000
2022,3,17,5,30,17.7,0,0,0,0,0,0,153.26,1,0.0000,0.0000
2022,3,17,6,30,17.3,0,0,0,0,0,0,150.24,1,0.0000,0.0000
2022,3,17,7,30,16.900000000000002,0,0,0,0,0,0,141.70000000000002,1.1,0.0000,0.0000
2022,3,17,8,30,16.5,0,0,0,0,0,0,130.44,1,0.0000,0.0000
2022,3,17,9,30,16.2,0,0,0,0,0,0,117.97,1,0.0000,0.0000
2022,3,17,10,30,16.1,0,0,0,0,0,0,104.96000000000001,1,0.0000,0.0000
2022,3,17,11,30,17.5,3,3,15,3,3,15,91.74,1.1,0.0000,0.0000
2022,3,17,12,30,19.8,160,56,521,56,160,521,78.45,1.6,7.6424,5.8365
2022,3,17,13,30,21.8,396,82,758,82,396,758,65.52,2,21.0400,16.3697
2022,3,17,14,30,23.8,617,96,868,96,617,868,53.120000000000005,2.2,35.2079,27.5825
2022,3,17,15,30,25.5,793,104,925,104,793,925,41.89,2.2,46.9684,36.8996
2022,3,17,16,30,27.1,908,110,953,110,908,953,33.14,2.5,54.7825,43.0919
2022,3,17,17,30,28.3,952,112,962,112,952,962,29.23,2.8000000000000003,57.7923,45.4772
2022,3,17,18,30,28.900000000000002,920,110,955,110,920,955,32.02,3.1,55.6110,43.7488
2022,3,17,19,30,29,820,106,934,106,820,934,40.13,3.3000000000000003,48.7777,38.3324
2022,3,17,20,30,28.400000000000002,654,96,887,96,654,887,51.04,3.3000000000000003,37.6343,29.5033
2022,3,17,21,30,26.900000000000002,440,82,797,82,440,797,63.29,2.6,23.7565,18.5158
2022,3,17,22,30,23.6,204,60,601,60,204,601,76.15,1.6,9.8807,7.5774
2022,3,17,23,30,20.5,14,13,80,13,14,80,89,1.2000000000000002,0.0000,0.0000
2022,3,18,0,30,19,0,0,0,0,0,0,102.60000000000001,1.2000000000000002,0.0000,0.0000
2022,3,18,1,30,18,0,0,0,0,0,0,115.64,1.2000000000000002,0.0000,0.0000
2022,3,18,2,30,17.1,0,0,0,0,0,0,128.2,1.1,0.0000,0.0000
2022,3,18,3,30,16.5,0,0,0,0,0,0,139.68,1,0.0000,0.0000
2022,3,18,4,30,16.1,0,0,0,0,0,0,148.77,0.9,0.0000,0.0000
2022,3,18,5,30,15.700000000000001,0,0,0,0,0,0,152.87,0.9,0.0000,0.0000
2022,3,18,6,30,15.3,0,0,0,0,0,0,149.85,0.9,0.0000,0.0000
2022,3,18,7,30,15.100000000000001,0,0,0,0,0,0,141.36,1,0.0000,0.0000
2022,3,18,8,30,14.9,0,0,0,0,0,0,130.14000000000001,0.9,0.0000,0.0000
2022,3,18,9,30,14.9,0,0,0,0,0,0,117.7,0.9,0.0000,0.0000
2022,3,18,10,30,15.100000000000001,0,0,0,0,0,0,104.7,0.9,0.0000,0.0000
2022,3,18,11,30,17,5,6,28,6,5,28,91.49,1.3,0.0000,0.0000
2022,3,18,12,30,20.3,159,55,510,55,159,510,78.2,1.7000000000000002,7.6023,5.8083
2022,3,18,13,30,24.5,386,79,733,79,386,733,65.25,2,20.5504,15.9925
2022,3,18,14,30,28.5,598,96,831,96,598,831,52.83,2.6,34.1654,26.7684
2022,3,18,15,30,30.6,766,109,878,109,766,878,41.56,2.8000000000000003,45.4071,35.6751
2022,3,18,16,30,31.900000000000002,873,119,897,119,873,897,32.75,2.7,52.7059,41.4602
2022,3,18,17,30,32.7,910,130,890,130,910,890,28.830000000000002,2.6,55.2741,43.4971
2022,3,18,18,30,32.800000000000004,871,138,861,138,871,861,31.69,2.6,52.6774,41.4424
2022,3,18,19,30,32.4,765,140,815,169,709,704,39.88,2.6,42.1996,33.1643
2022,3,18,20,30,31.400000000000002,601,132,743,182,531,553,50.86,2.6,30.5774,23.9724
2022,3,18,21,30,30.1,397,116,621,124,367,538,63.14,2.2,19.8354,15.4614
2022,3,18,22,30,27.900000000000002,177,79,404,80,168,363,76.02,1.5,8.1454,6.2481
2022,3,18,23,30,25.900000000000002,12,11,37,11,12,37,88.9,1.1,0.0000,0.0000
2022,3,19,0,30,24.6,0,0,0,0,0,0,102.48,1.1,0.0000,0.0000
2022,3,19,1,30,23.6,0,0,0,0,0,0,115.5,1,0.0000,0.0000
2022,3,19,2,30,22.8,0,0,0,0,0,0,128.03,0.8,0.0000,0.0000
2022,3,19,3,30,22.200000000000003,0,0,0,0,0,0,139.45000000000002,0.7000000000000001,0.0000,0.0000
2022,3,19,4,30,21.900000000000002,0,0,0,0,0,0,148.46,0.6000000000000001,0.0000,0.0000
2022,3,19,5,30,21.3,0,0,0,0,0,0,152.48,0.6000000000000001,0.0000,0.0000
2022,3,19,6,30,20.6,0,0,0,0,0,0,149.46,0.7000000000000001,0.0000,0.0000
2022,3,19,7,30,20,0,0,0,0,0,0,141.02,0.8,0.0000,0.0000
2022,3,19,8,30,19.6,0,0,0,0,0,0,129.84,0.9,0.0000,0.0000
2022,3,19,9,30,19.400000000000002,0,0,0,0,0,0,117.43,1,0.0000,0.0000
2022,3,19,10,30,19.5,0,0,0,0,0,0,104.45,1.1,0.0000,0.0000
2022,3,19,11,30,20.700000000000003,5,6,26,6,5,26,91.24,1.8,0.0000,0.0000
2022,3,19,12,30,22.8,159,56,493,56,159,493,77.95,2.7,7.6110,5.8175
2022,3,19,13,30,25.3,388,79,730,79,388,730,64.99,3.2,20.6969,16.1100
2022,3,19,14,30,27.8,600,95,830,95,600,830,52.53,3.5,34.3224,26.8942
2022,3,19,15,30,29.8,768,111,873,111,768,873,41.22,3.5,45.5643,35.8007
2022,3,19,16,30,31.1,879,118,901,118,879,901,32.37,3.3000000000000003,53.1020,41.7735
2022,3,19,17,30,31.8,918,123,904,153,783,717,28.44,3.1,47.5859,37.4483
2022,3,19,18,30,31.8,883,127,885,199,734,626,31.36,3,44.4152,34.9435
2022,3,19,19,30,31,779,128,845,224,670,579,39.63,3,39.9014,31.3594
2022,3,19,20,30,29.8,616,121,781,121,616,781,50.67,3,35.4977,27.8314
2022,3,19,21,30,28.400000000000002,410,103,677,126,394,590,62.99,2.8000000000000003,21.3163,16.6175
2022,3,19,22,30,26.5,187,71,476,111,161,204,75.9,2.4000000000000004,7.8135,5.9948
2022,3,19,23,30,24.900000000000002,14,13,59,11,11,1,88.78,2.1,0.0000,0.0000
2022,3,20,0,30,23.700000000000003,0,0,0,0,0,0,102.35000000000001,1.9000000000000001,0.0000,0.0000
2022,3,20,1,30,22.900000000000002,0,0,0,0,0,0,115.36,1.5,0.0000,0.0000
2022,3,20,2,30,22.3,0,0,0,0,0,0,127.85000000000001,1.2000000000000002,0.0000,0.0000
2022,3,20,3,30,21.8,0,0,0,0,0,0,139.22,1.2000000000000002,0.0000,0.0000
2022,3,20,4,30,21.400000000000002,0,0,0,0,0,0,148.14000000000001,1.3,0.0000,0.0000
2022,3,20,5,30,21.200000000000003,0,0,0,0,0,0,152.09,1.7000000000000002,0.0000,0.0000
2022,3,20,6,30,21.1,0,0,0,0,0,0,149.07,2.3000000000000003,0.0000,0.0000
2022,3,20,7,30,20.700000000000003,0,0,0,0,0,0,140.68,2.9000000000000004,0.0000,0.0000
2022,3,20,8,30,20.1,0,0,0,0,0,0,129.54,3.2,0.0000,0.0000
2022,3,20,9,30,19.1,0,0,0,0,0,0,117.16,3.2,0.0000,0.0000
2022,3,20,10,30,18.3,0,0,0,0,0,0,104.19,2.8000000000000003,0.0000,0.0000
2022,3,20,11,30,18.5,5,5,15,3,3,3,90.98,3,0.0000,0.0000
2022,3,20,12,30,20.1,154,71,387,71,151,377,77.69,3.5,7.2379,5.5349
2022,3,20,13,30,22.3,377,105,636,151,291,329,64.72,3.6,15.5535,12.1092
2022,3,20,14,30,24.5,590,123,763,262,377,188,52.24,3.5,21.5916,16.9202
2022,3,20,15,30,26.200000000000003,761,134,829,203,716,678,40.88,3.4000000000000004,42.5147,33.4065
2022,3,20,16,30,27.5,877,137,872,137,877,872,31.98,3.3000000000000003,53.0153,41.7070
2022,3,20,17,30,28.400000000000002,924,136,893,136,924,893,28.04,3.3000000000000003,56.1858,44.2176
2022,3,20,18,30,28.8,900,129,900,141,889,873,31.03,3.4000000000000004,53.8224,42.3460
2022,3,20,19,30,28.8,806,118,890,118,806,890,39.39,3.5,48.0273,37.7471
2022,3,20,20,30,28.200000000000003,649,105,855,105,649,855,50.49,3.4000000000000004,37.4248,29.3439
2022,3,20,21,30,26.8,442,87,777,87,442,777,62.85,3,23.9358,18.6614
2022,3,20,22,30,23.900000000000002,208,62,593,62,208,593,75.77,2.2,10.1051,7.7549
2022,3,20,23,30,20.900000000000002,17,15,99,15,17,99,88.67,1.8,0.0000,0.0000
2022,3,21,0,30,19.3,0,0,0,0,0,0,102.23,2.2,0.0000,0.0000
2022,3,21,1,30,18.1,0,0,0,0,0,0,115.22,2.4000000000000004,0.0000,0.0000
2022,3,21,2,30,17,0,0,0,0,0,0,127.68,2.5,0.0000,0.0000
2022,3,21,3,30,15.9,0,0,0,0,0,0,138.99,2.4000000000000004,0.0000,0.0000
2022,3,21,4,30,14.9,0,0,0,0,0,0,147.82,2.2,0.0000,0.0000
2022,3,21,5,30,14.200000000000001,0,0,0,0,0,0,151.69,2.1,0.0000,0.0000
2022,3,21,6,30,13.5,0,0,0,0,0,0,148.68,2.1,0.0000,0.0000
2022,3,21,7,30,13,0,0,0,0,0,0,140.33,2,0.0000,0.0000
2022,3,21,8,30,12.5,0,0,0,0,0,0,129.25,1.8,0.0000,0.0000
2022,3,21,9,30,12.3,0,0,0,0,0,0,116.89,1.8,0.0000,0.0000
2022,3,21,10,30,12.3,0,0,0,0,0,0,103.93,1.8,0.0000,0.0000
2022,3,21,11,30,14.3,7,7,40,7,7,40,90.14,2.5,0.0000,0.0000
2022,3,21,12,30,18.2,181,59,559,59,181,559,77.44,3.6,8.6882,6.6470
2022,3,21,13,30,21.8,421,85,778,85,421,778,64.45,4.2,22.5460,17.5570
2022,3,21,14,30,24.400000000000002,640,102,873,102,640,873,51.94,4.4,36.6986,28.7617
2022,3,21,15,30,26.3,812,114,919,114,812,919,40.550000000000004,4.3,48.2535,37.9179
2022,3,21,16,30,27.700000000000003,923,122,940,122,923,940,31.6,4.3,55.8304,43.9233
2022,3,21,17,30,28.5,960,126,941,126,960,941,27.64,4.4,58.4063,45.9666
2022,3,21,18,30,28.8,922,129,922,129,922,922,30.7,4.5,55.8489,43.9418
2022,3,21,19,30,28.400000000000002,814,127,886,127,814,886,39.15,4.6000000000000005,48.5304,38.1440
2022,3,21,20,30,27.400000000000002,645,119,823,119,645,823,50.31,4.7,37.2192,29.1842
2022,3,21,21,30,25.700000000000003,430,104,710,104,430,710,62.7,4.800000000000001,23.3093,18.1748
2022,3,21,22,30,23.5,198,75,494,75,198,494,75.64,4.6000000000000005,9.6296,7.3918
2022,3,21,23,30,21.400000000000002,16,15,58,15,16,58,88.56,4,0.0000,0.0000
2022,3,22,0,30,20,0,0,0,0,0,0,102.10000000000001,3.6,0.0000,0.0000
2022,3,22,1,30,19.200000000000003,0,0,0,0,0,0,115.08,3.5,0.0000,0.0000
2022,3,22,2,30,18.6,0,0,0,0,0,0,127.5,3.3000000000000003,0.0000,0.0000
2022,3,22,3,30,18,0,0,0,0,0,0,138.76,2.9000000000000004,0.0000,0.0000
2022,3,22,4,30,17.5,0,0,0,0,0,0,147.51,2.6,0.0000,0.0000
2022,3,22,5,30,17.1,0,0,0,0,0,0,151.3,2.4000000000000004,0.0000,0.0000
2022,3,22,6,30,16.6,0,0,0,0,0,0,148.29,2.2,0.0000,0.0000
2022,3,22,7,30,16.3,0,0,0,0,0,0,139.99,2.1,0.0000,0.0000
2022,3,22,8,30,15.9,0,0,0,0,0,0,128.94,2,0.0000,0.0000
2022,3,22,9,30,15.600000000000001,0,0,0,0,0,0,116.61,2,0.0000,0.0000
2022,3,22,10,30,15.600000000000001,0,0,0,0,0,0,103.68,2.1,0.0000,0.0000
2022,3,22,11,30,17.400000000000002,9,9,39,9,9,39,89.93,3,0.0000,0.0000
2022,3,22,12,30,20.6,181,64,528,64,181,528,77.18,4.1000000000000005,8.7022,6.6609
2022,3,22,13,30,23.5,417,88,756,88,417,756,64.18,4.5,22.3751,17.4276
2022,3,22,14,30,25.700000000000003,635,101,860,101,635,860,51.65,4.5,36.4540,28.5726
2022,3,22,15,30,27.700000000000003,805,111,909,111,805,909,40.22,4.2,47.8752,37.6227
2022,3,22,16,30,29.400000000000002,912,118,928,118,912,928,31.21,4,55.1992,43.4285
2022,3,22,17,30,30.6,947,122,928,122,947,928,27.25,3.7,57.6450,45.3689
2022,3,22,18,30,31.3,909,121,913,121,909,913,30.37,3.5,55.0892,43.3455
2022,3,22,19,30,31.400000000000002,801,119,876,119,801,876,38.910000000000004,3.3000000000000003,47.7811,37.5564
2022,3,22,20,30,30.900000000000002,632,114,808,114,632,808,50.13,3.1,36.4934,28.6166
2022,3,22,21,30,29.700000000000003,419,105,682,105,419,682,62.56,2.8000000000000003,22.7341,17.7281
2022,3,22,22,30,27.700000000000003,191,78,453,90,148,232,75.52,2.7,7.2051,5.5319
2022,3,22,23,30,25.6,16,15,48,11,11,6,88.46000000000001,3.1,0.0000,0.0000
2022,3,23,0,30,24.1,0,0,0,0,0,0,101.98,3.5,0.0000,0.0000
2022,3,23,1,30,22.900000000000002,0,0,0,0,0,0,114.93,3.6,0.0000,0.0000
2022,3,23,2,30,22.1,0,0,0,0,0,0,127.32000000000001,3.5,0.0000,0.0000
2022,3,23,3,30,21.5,0,0,0,0,0,0,138.52,3.3000000000000003,0.0000,0.0000
2022,3,23,4,30,21,0,0,0,0,0,0,147.19,3.2,0.0000,0.0000
2022,3,23,5,30,20.5,0,0,0,0,0,0,150.91,3.2,0.0000,0.0000
2022,3,23,6,30,20.200000000000003,0,0,0,0,0,0,147.9,3.2,0.0000,0.0000
2022,3,23,7,30,20.1,0,0,0,0,0,0,139.65,3.2,0.0000,0.0000
2022,3,23,8,30,20.1,0,0,0,0,0,0,128.64000000000001,3.2,0.0000,0.0000
2022,3,23,9,30,20.200000000000003,0,0,0,0,0,0,116.34,3.1,0.0000,0.0000
2022,3,23,10,30,20.400000000000002,0,0,0,0,0,0,103.42,3.3000000000000003,0.0000,0.0000
2022,3,23,11,30,21.400000000000002,9,9,48,9,9,48,89.73,3.8000000000000003,0.0000,0.0000
2022,3,23,12,30,23.6,175,60,510,92,103,50,76.93,4.800000000000001,4.9603,3.7985
2022,3,23,13,30,26.200000000000003,401,85,718,178,318,318,63.910000000000004,5.6000000000000005,17.0957,13.3183
2022,3,23,14,30,28.400000000000002,608,106,804,218,487,431,51.36,5.7,27.9896,21.9402
2022,3,23,15,30,30.200000000000003,770,125,840,349,491,185,39.88,5.4,29.2242,22.9671
2022,3,23,16,30,31.6,873,138,856,362,642,326,30.830000000000002,5.1000000000000005,38.8804,30.5907
2022,3,23,17,30,32.5,907,150,848,387,643,287,26.85,4.800000000000001,39.1604,30.8218
2022,3,23,18,30,32.4,870,159,821,383,539,180,30.05,4.6000000000000005,32.6814,25.7153
2022,3,23,19,30,31.5,766,156,781,317,348,40,38.67,4.4,20.7699,16.3259
2022,3,23,20,30,30.3,608,140,728,262,425,254,49.96,4.3,24.5560,19.2567
2022,3,23,21,30,29.1,408,113,638,183,232,106,62.42,4.1000000000000005,12.5995,9.8260
2022,3,23,22,30,27.5,190,77,450,97,100,13,75.4,3.5,4.8732,3.7424
2022,3,23,23,30,25.900000000000002,16,14,59,10,10,0,88.35000000000001,2.7,0.0000,0.0000
2022,3,24,0,30,24.6,0,0,0,0,0,0,101.85000000000001,2,0.0000,0.0000
2022,3,24,1,30,23.700000000000003,0,0,0,0,0,0,114.79,1.6,0.0000,0.0000
2022,3,24,2,30,23.1,0,0,0,0,0,0,127.14,1.6,0.0000,0.0000
2022,3,24,3,30,22.700000000000003,0,0,0,0,0,0,138.28,1.8,0.0000,0.0000
2022,3,24,4,30,22.5,0,0,0,0,0,0,146.87,2,0.0000,0.0000
2022,3,24,5,30,22.3,0,0,0,0,0,0,150.52,2,0.0000,0.0000
2022,3,24,6,30,22.200000000000003,0,0,0,0,0,0,147.51,2.1,0.0000,0.0000
2022,3,24,7,30,22.3,0,0,0,0,0,0,139.3,2.3000000000000003,0.0000,0.0000
2022,3,24,8,30,22.400000000000002,0,0,0,0,0,0,128.34,2.5,0.0000,0.0000
2022,3,24,9,30,22.3,0,0,0,0,0,0,116.06,2.5,0.0000,0.0000
2022,3,24,10,30,22.3,0,0,0,0,0,0,103.16,2.5,0.0000,0.0000
2022,3,24,11,30,22.6,9,9,22,4,4,0,89.52,2.5,0.0000,0.0000
2022,3,24,12,30,23.5,166,75,395,71,72,6,76.68,2.8000000000000003,3.4735,2.6611
2022,3,24,13,30,24.6,387,106,634,116,121,11,63.65,3.1,6.5168,5.0779
2022,3,24,14,30,25.700000000000003,594,121,753,50,50,0,51.07,3.6,2.8769,2.2553
2022,3,24,15,30,26.700000000000003,760,133,813,286,302,21,39.550000000000004,4,17.9887,14.1379
2022,3,24,16,30,27.400000000000002,869,138,848,368,491,143,30.45,4.5,29.7530,23.4102
2022,3,24,17,30,27.6,912,133,870,407,615,232,26.45,5,37.4741,29.4955
2022,3,24,18,30,27.5,883,126,872,354,410,65,29.73,5.300000000000001,24.8715,19.5706
2022,3,24,19,30,26.8,782,119,846,133,134,1,38.44,5,8.0016,6.2898
2022,3,24,20,30,25.700000000000003,620,113,785,71,77,10,49.78,4.2,4.4519,3.4913
2022,3,24,21,30,24.1,412,105,659,140,155,33,62.28,3.8000000000000003,8.4255,6.5714
2022,3,24,22,30,21.900000000000002,189,82,422,68,70,6,75.27,4.2,3.4150,2.6232
2022,3,24,23,30,19.700000000000003,16,15,42,8,8,0,88.24,4.6000000000000005,0.0000,0.0000
2022,3,25,0,30,18.1,0,0,0,0,0,0,101.72,4.1000000000000005,0.0000,0.0000
2022,3,25,1,30,17.3,0,0,0,0,0,0,114.64,3.4000000000000004,0.0000,0.0000
2022,3,25,2,30,17.1,0,0,0,0,0,0,126.96000000000001,3,0.0000,0.0000
2022,3,25,3,30,16.900000000000002,0,0,0,0,0,0,138.04,2.9000000000000004,0.0000,0.0000
2022,3,25,4,30,16.8,0,0,0,0,0,0,146.55,2.8000000000000003,0.0000,0.0000
2022,3,25,5,30,16.5,0,0,0,0,0,0,150.13,2.8000000000000003,0.0000,0.0000
2022,3,25,6,30,16.2,0,0,0,0,0,0,147.12,2.6,0.0000,0.0000
2022,3,25,7,30,15.8,0,0,0,0,0,0,138.96,2.3000000000000003,0.0000,0.0000
2022,3,25,8,30,15.600000000000001,0,0,0,0,0,0,128.04,2,0.0000,0.0000
2022,3,25,9,30,15.5,0,0,0,0,0,0,115.79,1.8,0.0000,0.0000
